departamento,anio,denuncias_total,meses_observados,anio_completo,denuncias_estafa,denuncias_extorsion,denuncias_hurto,denuncias_otros,denuncias_robo,denuncias_secuestro,denuncias_violencia_contra_la_mujer_e_integrantes,prop_estafa,prop_extorsion,prop_hurto,prop_otros,prop_robo,prop_secuestro,prop_violencia_contra_la_mujer_e_integrantes,diversidad_modalidades,poblacion,ubigeo,denuncias_tasa_100k,denuncias_tasa_100k_lag1,denuncias_total_lag1,denuncias_tasa_yoy
ICA,2022,31610,12,True,1125.0,533.0,5469.0,12542.0,3276.0,44.0,8621.0,0.03559000316355584,0.016861752609933566,0.17301486871243277,0.3967731730465043,0.1036380892122746,0.0013919645681746283,0.2727301486871243,1.4563034398751107,1020050.0,110000,3098.8677025636,2832.557226211849,28273.0,0.09401768616971751
ICA,2023,36704,12,True,1341.0,665.0,7312.0,13184.0,4997.0,46.0,9159.0,0.03653552746294682,0.018117916303400174,0.1992153443766347,0.35919790758500436,0.13614319965126417,0.0012532693984306888,0.2495368352223191,1.509010249566636,1041312.0,110000,3524.7841184966655,3098.8677025636,31610.0,0.1374425941387294
ICA,2024,33367,12,True,1570.0,587.0,6124.0,12858.0,3350.0,28.0,8850.0,0.047052476998231785,0.017592231845835707,0.1835346300236761,0.38535079569634667,0.10039859741660923,0.0008391524560194204,0.2652321155632811,1.482243654756576,1062346.0,110000,3140.878772076141,3524.7841184966655,36704.0,-0.10891598847314987
ICA,2025,32704,12,True,1671.0,771.0,6181.0,12743.0,2493.0,43.0,8802.0,0.051094667318982386,0.02357509784735812,0.1889982876712329,0.38964652641878667,0.07622920743639922,0.0013148238747553815,0.26914138943248533,1.4806212375571326,1083566.0,110000,3018.182556484792,3140.878772076141,33367.0,-0.039064295216413636
ICA,2026,19163,7,False,882.0,419.0,3263.0,7786.0,1314.0,15.0,5484.0,0.04602619631581694,0.02186505244481553,0.1702760528101028,0.40630381464280124,0.0685696394092783,0.000782758440745186,0.28617648593644,1.4400732903823186,1104956.0,110000,1734.2772019881336,3018.182556484792,32704.0,-0.42539022423878603
JUNIN,2018,28004,12,True,285.0,37.0,5580.0,9629.0,1683.0,35.0,10755.0,0.010177117554635053,0.0013212398228824454,0.19925724896443364,0.34384373660905587,0.06009855734895015,0.0012498214540779889,0.3840522782459649,1.2888246062019295,1335139.0,120000,2097.4595154512003,,,
JUNIN,2019,35306,12,True,319.0,60.0,6018.0,12255.0,2387.0,40.0,14227.0,0.009035291451877868,0.0016994278592873733,0.17045261428652353,0.347108140259446,0.06760890500198266,0.0011329519061915822,0.402962669234691,1.2783083615991384,1350021.0,120000,2615.218578081378,2097.4595154512003,28004.0,0.24685056317704346
JUNIN,2020,28009,12,True,424.0,47.0,3633.0,10568.0,1086.0,41.0,12210.0,0.015137991359920026,0.0016780320611232103,0.12970830804384306,0.3773072940840444,0.0387732514548895,0.0014638152022564176,0.43593130779392336,1.2043528015330276,1361467.0,120000,2057.2661695068628,2615.218578081378,35306.0,-0.21334828883934054
JUNIN,2021,33834,12,True,722.0,69.0,5297.0,14235.0,1547.0,38.0,11926.0,0.021339480995448367,0.002039368682390495,0.1565584914582964,0.4207306259975173,0.045723236980552105,0.0011231305787078086,0.3524856653070875,1.2655381649029538,1369003.0,120000,2471.433590722592,2057.2661695068628,28009.0,0.2013193175266219
JUNIN,2022,37929,12,True,797.0,240.0,7045.0,16186.0,2557.0,36.0,11068.0,0.021012945239790134,0.006327612117377205,0.18574178069551003,0.4267447072161143,0.0674154341005563,0.0009491418176065807,0.29180837881304544,1.3371061123332555,1374221.0,120000,2760.0364133570947,2471.433590722592,33834.0,0.11677547141783484
JUNIN,2023,47163,12,True,1192.0,475.0,10024.0,18375.0,5470.0,51.0,11576.0,0.025274049572758306,0.01007145431800352,0.21253949070245742,0.38960625914382035,0.11598074761995632,0.0010813561478277463,0.2454466424951763,1.4376800708758828,1377838.0,120000,3422.9713507683778,2760.0364133570947,37929.0,0.24019064900848175
JUNIN,2024,40562,12,True,1146.0,212.0,7229.0,18825.0,3235.0,20.0,9895.0,0.028253044721660667,0.005226566737340368,0.17822099501996944,0.4641043341058133,0.07975444997781174,0.0004930723337113554,0.2439475371036931,1.3414770900610058,1380561.0,120000,2938.0809685338063,3422.9713507683778,47163.0,-0.14165773900670386
JUNIN,2025,32758,12,True,1014.0,187.0,4519.0,17016.0,867.0,41.0,9114.0,0.03095427071249771,0.005708529214237743,0.13795103486171317,0.5194456316014409,0.026466817266011355,0.0012516026619451737,0.278222113682154,1.210985431518608,1383107.0,120000,2368.4357030945544,2938.0809685338063,40562.0,-0.19388344689612913
JUNIN,2026,18126,7,False,481.0,68.0,2190.0,10200.0,342.0,10.0,4835.0,0.026536466953547392,0.0037515171576740594,0.12082092022509103,0.5627275736511089,0.018867924528301886,0.0005516936996579499,0.26674390378461876,1.1276989834765305,1385412.0,120000,1308.3472642073261,2368.4357030945544,32758.0,-0.4475901277379565
LA LIBERTAD,2018,36246,12,True,497.0,968.0,7200.0,11768.0,5085.0,54.0,10674.0,0.013711857860177675,0.026706395188434585,0.19864260883959609,0.32467030844782874,0.14029134249296474,0.0014898195662969708,0.2944876676047012,1.4871131055417173,1938501.0,130000,1869.7952696439156,,,
LA LIBERTAD,2019,43564,12,True,651.0,1225.0,8806.0,13864.0,5387.0,68.0,13563.0,0.014943531356165642,0.028119548250849325,0.20213938114039115,0.31824442199981634,0.12365714810393903,0.0015609218620879625,0.31133504728675054,1.4826404538843199,1979901.0,130000,2200.3120358038104,1869.7952696439156,36246.0,0.17676628640890635
LA LIBERTAD,2020,32053,12,True,781.0,677.0,4907.0,12461.0,2776.0,45.0,10406.0,0.024365893988082237,0.02112126790004056,0.153090194365582,0.3887623623373787,0.08660655788849718,0.0014039247496334195,0.32464979877078587,1.4129177672768585,2016771.0,130000,1589.3227342122632,2200.3120358038104,43564.0,-0.2776830247935006
LA LIBERTAD,2021,36251,12,True,1116.0,1009.0,6662.0,12777.0,3871.0,69.0,10747.0,0.030785357645306335,0.027833714932001877,0.18377424071060108,0.35245924250365507,0.10678326115141651,0.001903395768392596,0.2964607872886265,1.496956956409951,2048492.0,130000,1769.6432302396104,1589.3227342122632,32053.0,0.11345744457416429
LA LIBERTAD,2022,47441,12,True,1633.0,2169.0,9282.0,18160.0,5310.0,96.0,10791.0,0.03442170274656942,0.045719946881389514,0.19565354861828377,0.3827912565080837,0.11192850066398263,0.002023566113699121,0.22746147846799183,1.5382802769693935,2077345.0,130000,2283.732360296436,1769.6432302396104,36251.0,0.29050439166046926
LA LIBERTAD,2023,56880,12,True,1974.0,3078.0,12863.0,19429.0,7740.0,82.0,11714.0,0.03470464135021097,0.05411392405063291,0.22614275668073136,0.3415787623066104,0.1360759493670886,0.0014416315049226441,0.20594233473980308,1.583829642075689,2104254.0,130000,2703.095728937666,2283.732360296436,47441.0,0.18363069855821257
LA LIBERTAD,2024,57477,12,True,2293.0,5096.0,12667.0,20614.0,6448.0,84.0,10275.0,0.03989421855698801,0.0886615515771526,0.2203838056961915,0.3586478069488665,0.11218400403639717,0.0014614541468761417,0.17876715903752805,1.607143031123612,2130145.0,130000,2698.2670193813096,2703.095728937666,56880.0,-0.0017863627635023027
LA LIBERTAD,2025,47812,12,True,2205.0,4333.0,8840.0,20729.0,3010.0,92.0,8603.0,0.04611812933991467,0.09062578432192755,0.1848908223876851,0.4335522462980005,0.06295490671797875,0.0019242031289216097,0.17993390780557184,1.5286512340154053,2155943.0,130000,2217.683862699524,2698.2670193813096,57477.0,-0.17810807945611673
LA LIBERTAD,2026,23994,7,False,1230.0,1834.0,5384.0,9372.0,1279.0,33.0,4862.0,0.05126281570392598,0.07643577561056931,0.2243894306910061,0.3905976494123531,0.05330499291489539,0.0013753438359589898,0.20263399183129116,1.5401573676125346,2181593.0,130000,1099.8385124998108,2217.683862699524,47812.0,-0.5040598297175647
LAMBAYEQUE,2018,43673,12,True,627.0,198.0,11671.0,13950.0,5790.0,49.0,11388.0,0.014356696357016922,0.004533693586426396,0.2672360497332448,0.31941932086185976,0.13257619123943856,0.0011219746754287546,0.26075607354658487,1.4285811121613412,1270295.0,140000,3438.020302370709,,,
LAMBAYEQUE,2019,43223,12,True,730.0,194.0,10867.0,13660.0,4574.0,65.0,13133.0,0.016889156236263102,0.0044883511093630705,0.25141706961571386,0.3160354440922657,0.10582328852694167,0.001503828979941235,0.3038428614395114,1.4137529507887479,1292105.0,140000,3345.1615774259835,3438.020302370709,43673.0,-0.027009359101426544
LAMBAYEQUE,2020,32380,12,True,741.0,107.0,6651.0,12092.0,2211.0,33.0,10545.0,0.02288449660284126,0.003304508956145769,0.20540457072266832,0.3734403953057443,0.06828289067325509,0.001019147621988882,0.3256639901173564,1.353922408812018,1310785.0,140000,2470.275445629909,3345.1615774259835,43223.0,-0.2615377797293956
LAMBAYEQUE,2021,40817,12,True,1135.0,192.0,9038.0,14964.0,3694.0,51.0,11743.0,0.027807041183820467,0.004703922385280643,0.2214273464487836,0.3666119509028101,0.09050150672513904,0.0012494793835901709,0.287698752970576,1.4107419711616944,1325912.0,140000,3078.409426869958,2470.275445629909,32380.0,0.24618063638040089
LAMBAYEQUE,2022,51969,12,True,1495.0,415.0,13315.0,20428.0,4922.0,54.0,11340.0,0.028767149646904886,0.007985529835093999,0.25621043314283515,0.39308049029228964,0.09471030806827146,0.0010390809905905444,0.21820700802401433,1.4191260273062876,1338994.0,140000,3881.1973765379084,3078.409426869958,40817.0,0.26078011022861336
LAMBAYEQUE,2023,62773,12,True,1798.0,718.0,17579.0,23706.0,7207.0,69.0,11696.0,0.028642887865802175,0.011438038647189078,0.2800407818648145,0.3776464403485575,0.11481050770235611,0.0010991987000780591,0.18632214487120258,1.446159850340622,1350663.0,140000,4647.569378890219,3881.1973765379084,51969.0,0.19745762145081303
LAMBAYEQUE,2024,62995,12,True,2214.0,807.0,15884.0,27699.0,5781.0,44.0,10566.0,0.035145646479879354,0.012810540519088816,0.25214699579331695,0.43970156361616003,0.09176918803079609,0.0006984681323914596,0.16772759742836732,1.4059043334376682,1361554.0,140000,4626.69861055823,4647.569378890219,62773.0,-0.004490684620392371
LAMBAYEQUE,2025,60519,12,True,2212.0,915.0,15678.0,27330.0,4235.0,37.0,10112.0,0.036550504800145406,0.015119218757745502,0.2590591384523869,0.4515937143706935,0.06997802343065813,0.0006113782448487252,0.16708802194352187,1.382835277212752,1372301.0,140000,4410.038322496303,4626.69861055823,62995.0,-0.04682826920420169
LAMBAYEQUE,2026,34493,7,False,1194.0,352.0,8632.0,16233.0,2196.0,9.0,5877.0,0.03461571913141797,0.010204969124170122,0.2502536746586264,0.47061722668367495,0.06366509146783406,0.00026092250601571335,0.1703823964282608,1.3436187757123974,1382858.0,140000,2494.3269663262604,4410.038322496303,60519.0,-0.43439789318784283
LIMA METROPOLITANA,2018,294244,12,True,3891.0,570.0,69339.0,87235.0,50052.0,390.0,82767.0,0.013223719090278816,0.001937167792716249,0.23565136417395088,0.29647163578526664,0.17010372344041,0.001325430595016381,0.281286959122361,1.4372389807503159,,,,,,
LIMA METROPOLITANA,2019,301414,12,True,4880.0,757.0,63620.0,90845.0,46470.0,404.0,94438.0,0.016190356121480756,0.0025114958163854366,0.21107181484602572,0.30139608644588506,0.1541733297059858,0.0013403491543193084,0.3133165679099179,1.4323393316000816,,,,,294244.0,
LIMA METROPOLITANA,2020,209987,12,True,5398.0,724.0,39056.0,64985.0,21783.0,321.0,77720.0,0.025706353250439313,0.003447832484868111,0.1859924662002886,0.3094715387143014,0.10373499311862162,0.001528666060279922,0.3701181501712011,1.4023232069128975,,,,,301414.0,
LIMA METROPOLITANA,2021,243815,12,True,8393.0,1347.0,49583.0,79395.0,27352.0,386.0,77359.0,0.03442364087525378,0.005524680597994381,0.20336320570924676,0.3256362405922523,0.11218341775526526,0.0015831675655722576,0.31728564690441524,1.4538109351272006,,,,,209987.0,
LIMA METROPOLITANA,2022,294568,12,True,11172.0,7642.0,60718.0,97807.0,38112.0,486.0,78631.0,0.037926726596235846,0.025943075962086854,0.20612558051112137,0.3320353874147905,0.12938268922625676,0.0016498737133700877,0.2669366665761386,1.5381525966691563,,,,,243815.0,
LIMA METROPOLITANA,2023,377345,12,True,13867.0,10197.0,91953.0,104955.0,71767.0,514.0,84092.0,0.036748863771879844,0.027023016072824604,0.2436841617087811,0.2781406935297937,0.19018934926923636,0.0013621486968159113,0.2228517669506685,1.5781654590125533,,,,,294568.0,
LIMA METROPOLITANA,2024,368677,12,True,16227.0,7975.0,93690.0,117210.0,52354.0,439.0,80782.0,0.04401413703594203,0.02163140092818375,0.2541248843838916,0.31792056461346924,0.142005061340957,0.0011907442015639707,0.21911320749599242,1.5506951708710144,,,,,377345.0,
LIMA METROPOLITANA,2025,324640,12,True,17051.0,11140.0,78044.0,114069.0,28190.0,397.0,75749.0,0.05252279448003943,0.034314933464760965,0.2404016757023164,0.35137074913750616,0.08683464760965993,0.001222893050763923,0.23333230655495318,1.5406273543591669,,,,,368677.0,
LIMA METROPOLITANA,2026,180983,7,False,9085.0,4961.0,43903.0,64148.0,14569.0,275.0,44042.0,0.05019808490300194,0.027411414331732813,0.2425807948812872,0.35444212992380497,0.08049927341241996,0.0015194797301404,0.2433488228176127,1.516596184487379,,,,,324640.0,
LORETO,2018,11493,12,True,110.0,16.0,2324.0,5232.0,347.0,16.0,3448.0,0.009571043243713565,0.001392151744540155,0.2022100408944575,0.4552336204646306,0.03019229095971461,0.001392151744540155,0.3000087009484034,1.2111456415442021,1000350.0,160000,1148.8978857399911,,,
LORETO,2019,13562,12,True,151.0,21.0,2513.0,6190.0,456.0,18.0,4213.0,0.011134051024922579,0.001548444182274001,0.1852971538121221,0.45642235658457453,0.03362335938652116,0.0013272378705205723,0.31064739713906503,1.2164968439039134,1015212.0,160000,1335.8786145159827,1148.8978857399911,11493.0,0.16274790918912663
LORETO,2020,10020,12,True,117.0,17.0,1566.0,4306.0,291.0,10.0,3713.0,0.011676646706586826,0.0016966067864271457,0.1562874251497006,0.4297405189620758,0.02904191616766467,0.000998003992015968,0.37055888223552896,1.1933574554694766,1027559.0,160000,975.1264890872446,1335.8786145159827,13562.0,-0.270048581891137
LORETO,2021,11885,12,True,195.0,36.0,2000.0,5098.0,431.0,14.0,4111.0,0.016407236011779555,0.0030290281867900717,0.16827934371055953,0.42894404711821627,0.03626419856962558,0.0011779554059739167,0.3458981909970551,1.2434063702041338,1037055.0,160000,1146.0337204873415,975.1264890872446,10020.0,0.17526673032959295
LORETO,2022,14153,12,True,319.0,87.0,2609.0,6306.0,756.0,19.0,4057.0,0.022539390941849785,0.006147106620504487,0.18434254221719776,0.44555924538967,0.053416236840245886,0.0013424715607998304,0.28665300642973224,1.3122336318807581,1044884.0,160000,1354.504423457532,1146.0337204873415,11885.0,0.18190625567416996
LORETO,2023,16097,12,True,348.0,179.0,2702.0,7926.0,781.0,15.0,4146.0,0.02161893520531776,0.011120084487792756,0.16785736472634652,0.49238988631422004,0.048518357457911415,0.0009318506554016276,0.2575635211530099,1.284028252763255,1051560.0,160000,1530.7733272471376,1354.504423457532,14153.0,0.13013534746505906
LORETO,2024,15895,12,True,349.0,152.0,2399.0,8161.0,524.0,18.0,4292.0,0.021956590122680086,0.00956275558351683,0.15092796476879522,0.5134318968229002,0.03296634161686065,0.0011324315822585718,0.2700220195029884,1.229680336688591,1057592.0,160000,1502.9425336046415,1530.7733272471376,16097.0,-0.018180871816303124
LORETO,2025,16154,12,True,415.0,197.0,3688.0,7492.0,489.0,10.0,3863.0,0.025690231521604556,0.012195121951219513,0.22830258759440386,0.46378605918038873,0.030271140274854526,0.000619041723412158,0.23913581775411663,1.2939580383256089,1063495.0,160000,1518.9540148284666,1502.9425336046415,15895.0,0.010653422114166533
LORETO,2026,7426,7,False,296.0,91.0,1953.0,2753.0,227.0,9.0,2097.0,0.03985995152168058,0.012254241852949098,0.2629948828440614,0.3707244815513062,0.030568273633180716,0.0012119579854565042,0.2823862106113655,1.3733419851008364,1069225.0,160000,694.5217330309337,1518.9540148284666,16154.0,-0.5427631605362555
MADRE DE DIOS,2018,5985,12,True,49.0,13.0,920.0,1811.0,842.0,5.0,2345.0,0.008187134502923977,0.002172096908939014,0.15371762740183792,0.30258980785296574,0.14068504594820383,0.000835421888053467,0.391812865497076,1.3511809289127716,161324.0,170000,3709.9253675832488,,,
MADRE DE DIOS,2019,5876,12,True,32.0,22.0,1024.0,1698.0,798.0,7.0,2295.0,0.005445881552076242,0.0037440435670524166,0.17426820966643974,0.2889720898570456,0.13580667120490128,0.001191286589516678,0.390571817562968,1.3588758709087585,167674.0,170000,3504.419289812374,3709.9253675832488,5985.0,-0.055393588120816406
MADRE DE DIOS,2020,5403,12,True,47.0,3.0,796.0,1704.0,276.0,1.0,2576.0,0.008698870997593929,0.000555247084952804,0.147325559874144,0.31538034425319267,0.05108273181565797,0.00018508236165093466,0.4767721636128077,1.1982001400262992,173811.0,170000,3108.5489410911855,3504.419289812374,5876.0,-0.11296318048243115
MADRE DE DIOS,2021,6072,12,True,94.0,26.0,847.0,2000.0,486.0,5.0,2614.0,0.015480895915678524,0.004281949934123847,0.13949275362318841,0.32938076416337286,0.0800395256916996,0.0008234519104084321,0.4305006587615283,1.2992287194128147,179688.0,170000,3379.1905970348603,3108.5489410911855,5403.0,0.08706366252309095
MADRE DE DIOS,2022,6366,12,True,120.0,46.0,968.0,2423.0,506.0,12.0,2291.0,0.01885014137606032,0.007225887527489789,0.1520578071002199,0.3806157712849513,0.07948476280238768,0.001885014137606032,0.35988061577128494,1.3454326973248556,185478.0,170000,3432.2129848283894,3379.1905970348603,6072.0,0.01569085444308893
MADRE DE DIOS,2023,6769,12,True,155.0,75.0,997.0,2672.0,937.0,10.0,1923.0,0.022898507903678533,0.011079923179199291,0.14728911212882256,0.3947407297976067,0.13842517358546313,0.0014773230905599055,0.2840892303146698,1.4262731126654271,191259.0,170000,3539.1798555884952,3432.2129848283894,6366.0,0.03116556904625023
MADRE DE DIOS,2024,7747,12,True,248.0,53.0,999.0,3748.0,738.0,25.0,1936.0,0.03201239189363625,0.006841357945010972,0.12895314315218795,0.48380018071511555,0.09526268232864335,0.003227055634439138,0.24990318833096684,1.3487131085830577,197096.0,170000,3930.571904046759,3539.1798555884952,6769.0,0.11058834657420458
MADRE DE DIOS,2025,8372,12,True,218.0,109.0,1640.0,4404.0,514.0,25.0,1462.0,0.026039178213091256,0.013019589106545628,0.19589106545628285,0.5260391782130912,0.06139512661251792,0.0029861442904921165,0.17462971810797898,1.30219799855752,203069.0,170000,4122.736606769127,3930.571904046759,7747.0,0.04888975635441839
MADRE DE DIOS,2026,4389,7,False,143.0,118.0,899.0,2123.0,257.0,13.0,836.0,0.03258145363408521,0.02688539530644794,0.20483025746183642,0.48370927318295737,0.05855547960811119,0.002961950330371383,0.19047619047619047,1.38412386512592,209165.0,170000,2098.343413094925,4122.736606769127,8372.0,-0.49103141596539257
MOQUEGUA,2018,4934,12,True,71.0,10.0,906.0,1541.0,153.0,4.0,2249.0,0.014389947304418322,0.002026753141467369,0.18362383461694365,0.3123226591001216,0.03100932306445075,0.0008107012565869477,0.45581678151601135,1.2198721136525092,186371.0,180000,2647.4075902366785,,,
MOQUEGUA,2019,5935,12,True,164.0,12.0,1089.0,1897.0,202.0,5.0,2566.0,0.02763268744734625,0.0020219039595619206,0.18348778433024432,0.31962931760741364,0.03403538331929233,0.0008424599831508003,0.4323504633529907,1.2709501317852854,189781.0,180000,3127.2888223794794,2647.4075902366785,4934.0,0.1812645827233197
MOQUEGUA,2020,4465,12,True,149.0,6.0,536.0,1459.0,140.0,2.0,2173.0,0.033370660694288914,0.0013437849944008958,0.1200447928331467,0.3267637178051512,0.03135498320268757,0.0004479283314669653,0.4866741321388578,1.204821540644624,192740.0,180000,2316.592300508457,3127.2888223794794,5935.0,-0.2592330187315999
MOQUEGUA,2021,6372,12,True,222.0,15.0,953.0,2466.0,214.0,7.0,2495.0,0.03483992467043315,0.0023540489642184556,0.14956057752667923,0.3870056497175141,0.03358443188951663,0.001098556183301946,0.39155681104833645,1.2713607784185275,195185.0,180000,3264.5951276993624,2316.592300508457,4465.0,0.40922298972626003
MOQUEGUA,2022,6987,12,True,247.0,42.0,1387.0,2595.0,267.0,15.0,2434.0,0.03535136682410191,0.0060111635895234005,0.19851152139687991,0.3714040360669815,0.038213825676255905,0.0021468441391155,0.3483612423071418,1.3430316599840233,197337.0,180000,3540.643670472339,3264.5951276993624,6372.0,0.08455827812483285
MOQUEGUA,2023,7660,12,True,302.0,88.0,1639.0,2693.0,326.0,2.0,2610.0,0.039425587467362924,0.011488250652741514,0.2139686684073107,0.35156657963446475,0.04255874673629243,0.0002610966057441253,0.34073107049608353,1.379582639244112,199286.0,180000,3843.7220878536377,3540.643670472339,6987.0,0.08559980771543341
MOQUEGUA,2024,7323,12,True,328.0,34.0,1447.0,2902.0,338.0,9.0,2265.0,0.04479038645363922,0.004642905912877236,0.19759661340980472,0.3962856752696982,0.04615594701625017,0.0012290045063498567,0.3092994674313806,1.3644156267888894,201129.0,180000,3640.9468550035053,3843.7220878536377,7660.0,-0.052754915213800935
MOQUEGUA,2025,6364,12,True,330.0,41.0,961.0,3082.0,262.0,6.0,1682.0,0.051854179761156506,0.0064424890006285354,0.1510056568196103,0.48428661219358893,0.04116907605279698,0.0009428032683846638,0.2642991829038341,1.31216326606881,202946.0,180000,3135.809525686636,3640.9468550035053,7323.0,-0.13873790237357997
MOQUEGUA,2026,3814,7,False,206.0,40.0,564.0,1735.0,150.0,1.0,1118.0,0.0540115364446775,0.01048767697954903,0.14787624541164132,0.4549029889879392,0.03932878867330886,0.00026219192448872575,0.2931305715783954,1.3355290952770558,204742.0,180000,1862.8322474138183,3135.809525686636,6364.0,-0.40594853349521565
PASCO,2018,3851,12,True,39.0,10.0,636.0,1546.0,210.0,4.0,1406.0,0.010127239678005712,0.0025967281225655675,0.1651519085951701,0.40145416774863674,0.054531290573876914,0.001038691249026227,0.36509997403271877,1.2594164962341845,271704.0,190000,1417.3512351676825,,,
PASCO,2019,4671,12,True,50.0,19.0,755.0,1892.0,180.0,8.0,1767.0,0.010704345964461572,0.004067651466495397,0.16163562406336973,0.4050524512952259,0.038535645472061654,0.0017126953543138515,0.37829158638407195,1.2357074491754685,272157.0,190000,1716.2887597967351,1417.3512351676825,3851.0,0.2109128049644562
PASCO,2020,4297,12,True,76.0,14.0,498.0,1928.0,111.0,13.0,1657.0,0.01768675820339772,0.003258087037468001,0.11589481033279032,0.44868512915987896,0.02583197579706772,0.003025366534791715,0.38561787293460553,1.1788291615660487,271904.0,190000,1580.3371778274684,1716.2887597967351,4671.0,-0.07921253413403917
PASCO,2021,4673,12,True,121.0,23.0,683.0,1951.0,117.0,22.0,1756.0,0.025893430344532422,0.004921891718382195,0.14615878450674086,0.4175048148940723,0.025037449176118127,0.004707896426278622,0.37577573293387545,1.2518548359899908,270842.0,190000,1725.3601730898456,1580.3371778274684,4297.0,0.09176712241987772
PASCO,2022,5080,12,True,144.0,56.0,894.0,2251.0,232.0,14.0,1489.0,0.028346456692913385,0.011023622047244094,0.17598425196850392,0.44311023622047246,0.04566929133858268,0.0027559055118110236,0.29311023622047244,1.3340093543099338,269296.0,190000,1886.4000950626819,1725.3601730898456,4673.0,0.09333698811677071
PASCO,2023,5345,12,True,222.0,86.0,1146.0,2162.0,395.0,11.0,1323.0,0.041534144059869035,0.01608980355472404,0.21440598690364826,0.40449017773620205,0.07390084190832553,0.00205799812909261,0.24752104770813846,1.4456981304942031,267425.0,190000,1998.6912218378984,1886.4000950626819,5080.0,0.05952667574027304
PASCO,2024,4845,12,True,223.0,59.0,878.0,2279.0,255.0,17.0,1134.0,0.046026831785345716,0.01217750257997936,0.18121775025799794,0.47038183694530444,0.05263157894736842,0.0035087719298245615,0.23405572755417955,1.3743709986003683,265392.0,190000,1825.6013745704468,1998.6912218378984,5345.0,-0.086601594771746
PASCO,2025,4195,12,True,205.0,63.0,618.0,2129.0,138.0,19.0,1023.0,0.04886769964243146,0.015017878426698451,0.14731823599523242,0.5075089392133493,0.03289630512514899,0.004529201430274136,0.24386174016686532,1.3178105227207388,263354.0,190000,1592.912961261268,1825.6013745704468,4845.0,-0.12745850027853367
PASCO,2026,2205,7,False,111.0,21.0,363.0,1162.0,43.0,5.0,500.0,0.050340136054421766,0.009523809523809525,0.16462585034013605,0.526984126984127,0.019501133786848073,0.0022675736961451248,0.22675736961451248,1.2564323119640899,261297.0,190000,843.8673233906244,1592.912961261268,4195.0,-0.47023638835705717
PIURA,2018,37072,12,True,434.0,377.0,7229.0,9455.0,5813.0,32.0,13732.0,0.011706948640483383,0.010169400086318515,0.19499892101855848,0.25504423823910227,0.1568029779887786,0.0008631851532153647,0.37041432887354336,1.4304562725624879,1974368.0,200000,1877.6641436652135,,,
PIURA,2019,45045,12,True,594.0,310.0,8000.0,11630.0,7153.0,35.0,17323.0,0.013186813186813187,0.006882006882006882,0.1776001776001776,0.2581862581862582,0.1587967587967588,0.000777000777000777,0.3845709845709846,1.4131560868534823,2013517.0,200000,2237.1303544991174,1877.6641436652135,37072.0,0.19144329514234815
PIURA,2020,34033,12,True,745.0,261.0,5489.0,10219.0,4302.0,21.0,12996.0,0.02189051802662122,0.007669027120735757,0.1612846355008374,0.3002673875356272,0.12640672288661006,0.0006170481591396585,0.3818646607704287,1.4101532786709365,2047954.0,200000,1661.804903821082,2237.1303544991174,45045.0,-0.2571711789261596
PIURA,2021,39022,12,True,945.0,546.0,6430.0,12365.0,4642.0,36.0,14058.0,0.024217108297883247,0.013992107016554765,0.16477884270411564,0.31687253344267335,0.11895853621034289,0.0009225565065860284,0.3602583158218441,1.4386366569797984,2077039.0,200000,1878.7321759485499,1661.804903821082,34033.0,0.13053714766918478
PIURA,2022,46601,12,True,1332.0,1303.0,9749.0,14104.0,7435.0,48.0,12630.0,0.028583077616360163,0.027960773373961932,0.20920151928070213,0.30265444947533315,0.15954593249071908,0.0010300208150039699,0.27102422694791956,1.544387800110596,2103099.0,200000,2215.8253130261583,1878.7321759485499,39022.0,0.17942586037172337
PIURA,2023,52881,12,True,1613.0,1585.0,11354.0,16868.0,9344.0,36.0,12081.0,0.03050244889468807,0.02997295815132089,0.21470849643539267,0.31898035211134435,0.17669862521510563,0.0006807738129006637,0.22845634537924775,1.5549126177491215,2127093.0,200000,2486.069015318089,2215.8253130261583,46601.0,0.12196074334165741
PIURA,2024,49731,12,True,1908.0,2164.0,10254.0,17052.0,7145.0,35.0,11173.0,0.038366411292755025,0.043514105889686516,0.20618929842552935,0.3428847197924836,0.1436729605276387,0.0007037863706742274,0.22466871770123265,1.5733986206266166,2149978.0,200000,2313.0934363049296,2486.069015318089,52881.0,-0.06957794733265976
PIURA,2025,40621,12,True,1649.0,2791.0,8245.0,14507.0,4040.0,25.0,9364.0,0.04059476625390808,0.0687083035868147,0.20297383126954038,0.3571305482385958,0.09945594643164865,0.0006154452130671328,0.23052115900642525,1.577830196570217,2172710.0,200000,1869.6006369925117,2313.0934363049296,49731.0,-0.1917314676318822
PIURA,2026,22841,7,False,935.0,752.0,5304.0,8404.0,1967.0,16.0,5463.0,0.04093516045707281,0.03292325204675802,0.23221400113830393,0.36793485399063086,0.0861170701808152,0.0007004947243991069,0.23917516746202006,1.5085449334058805,2195231.0,200000,1040.4827555733316,1869.6006369925117,40621.0,-0.44347325573921537
PROV. CONST. DEL CALLAO,2018,37169,12,True,398.0,72.0,7731.0,10668.0,7151.0,36.0,11113.0,0.010707847937797627,0.0019370981194005757,0.20799591057063682,0.287013371357852,0.1923915090532433,0.0009685490597002879,0.2989857139013694,1.4303486495245452,,,,,,
