VALOR,INDICADOR,CLASIF,PERIODO,VALOR PERIODO,COD_UBICACION,AMBITO_PROY,DEPARTAMENTO
47.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2021,1599,DEPARTAMENTO,REGIÓN LIMA
46.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2021,18,DEPARTAMENTO,MOQUEGUA
45.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2021,5,DEPARTAMENTO,AYACUCHO
43.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2021,6,DEPARTAMENTO,CAJAMARCA
43.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2021,3,DEPARTAMENTO,APURÍMAC
41.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2021,24,DEPARTAMENTO,TUMBES
39.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2021,16,DEPARTAMENTO,LORETO
35.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2021,10,DEPARTAMENTO,HUÁNUCO
34.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2021,9,DEPARTAMENTO,HUANCAVELICA
34.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2021,19,DEPARTAMENTO,PASCO
28.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2021,1,DEPARTAMENTO,AMAZONAS
27.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2021,2,DEPARTAMENTO,ÁNCASH
23.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2021,22,DEPARTAMENTO,SAN MARTÍN
61.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2022,0,NACIONAL,NACIONAL
75.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2022,17,DEPARTAMENTO,MADRE DE DIOS
71.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2022,21,DEPARTAMENTO,PUNO
68.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2022,1501,DEPARTAMENTO,LIMA METROPOLITANA
66.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2022,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
65.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2022,14,DEPARTAMENTO,LAMBAYEQUE
63.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2022,20,DEPARTAMENTO,PIURA
63.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2022,23,DEPARTAMENTO,TACNA
61.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2022,4,DEPARTAMENTO,AREQUIPA
60.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2022,8,DEPARTAMENTO,CUSCO
60,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2022,11,DEPARTAMENTO,ICA
59.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2022,25,DEPARTAMENTO,UCAYALI
59.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2022,1599,DEPARTAMENTO,REGIÓN LIMA
59.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2022,12,DEPARTAMENTO,JUNÍN
58.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2022,13,DEPARTAMENTO,LA LIBERTAD
56.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2022,5,DEPARTAMENTO,AYACUCHO
50.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2022,24,DEPARTAMENTO,TUMBES
49.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2022,16,DEPARTAMENTO,LORETO
49,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2022,3,DEPARTAMENTO,APURÍMAC
48.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2022,18,DEPARTAMENTO,MOQUEGUA
46.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2022,6,DEPARTAMENTO,CAJAMARCA
42.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2022,9,DEPARTAMENTO,HUANCAVELICA
40.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2022,10,DEPARTAMENTO,HUÁNUCO
39.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2022,19,DEPARTAMENTO,PASCO
37.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2022,1,DEPARTAMENTO,AMAZONAS
37.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2022,2,DEPARTAMENTO,ÁNCASH
29.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2022,22,DEPARTAMENTO,SAN MARTÍN
57.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2023,0,NACIONAL,NACIONAL
75,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2023,17,DEPARTAMENTO,MADRE DE DIOS
70.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2023,21,DEPARTAMENTO,PUNO
65.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2023,4,DEPARTAMENTO,AREQUIPA
64.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2023,14,DEPARTAMENTO,LAMBAYEQUE
63,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2023,20,DEPARTAMENTO,PIURA
62.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2023,23,DEPARTAMENTO,TACNA
62.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2023,1501,DEPARTAMENTO,LIMA METROPOLITANA
62.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2023,11,DEPARTAMENTO,ICA
61.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2023,25,DEPARTAMENTO,UCAYALI
59.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2023,12,DEPARTAMENTO,JUNÍN
57.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2023,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
57.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2023,13,DEPARTAMENTO,LA LIBERTAD
55.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2023,8,DEPARTAMENTO,CUSCO
51.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2023,6,DEPARTAMENTO,CAJAMARCA
49.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2023,5,DEPARTAMENTO,AYACUCHO
49.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2023,1599,DEPARTAMENTO,REGIÓN LIMA
48.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2023,24,DEPARTAMENTO,TUMBES
45.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2023,16,DEPARTAMENTO,LORETO
43.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2023,18,DEPARTAMENTO,MOQUEGUA
43.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2023,3,DEPARTAMENTO,APURÍMAC
38.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2023,10,DEPARTAMENTO,HUÁNUCO
37,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2023,19,DEPARTAMENTO,PASCO
35.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2023,9,DEPARTAMENTO,HUANCAVELICA
28.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2023,2,DEPARTAMENTO,ÁNCASH
26.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2023,1,DEPARTAMENTO,AMAZONAS
26.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2023,22,DEPARTAMENTO,SAN MARTÍN
56.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,0,AÑO,2024,0,NACIONAL,NACIONAL
76.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,1,AÑO,2024,21,DEPARTAMENTO,PUNO
74.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,2,AÑO,2024,17,DEPARTAMENTO,MADRE DE DIOS
65.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,3,AÑO,2024,4,DEPARTAMENTO,AREQUIPA
64.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,4,AÑO,2024,11,DEPARTAMENTO,ICA
61.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,5,AÑO,2024,20,DEPARTAMENTO,PIURA
61.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,6,AÑO,2024,1501,DEPARTAMENTO,LIMA METROPOLITANA
60.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,7,AÑO,2024,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
60.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,8,AÑO,2024,23,DEPARTAMENTO,TACNA
59.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,9,AÑO,2024,13,DEPARTAMENTO,LA LIBERTAD
58.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,10,AÑO,2024,25,DEPARTAMENTO,UCAYALI
57.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,11,AÑO,2024,12,DEPARTAMENTO,JUNÍN
56,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,12,AÑO,2024,14,DEPARTAMENTO,LAMBAYEQUE
50.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,13,AÑO,2024,5,DEPARTAMENTO,AYACUCHO
50.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,14,AÑO,2024,1599,DEPARTAMENTO,REGIÓN LIMA
49.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,15,AÑO,2024,8,DEPARTAMENTO,CUSCO
46.5,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,16,AÑO,2024,18,DEPARTAMENTO,MOQUEGUA
46.3,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,17,AÑO,2024,6,DEPARTAMENTO,CAJAMARCA
45.7,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,18,AÑO,2024,3,DEPARTAMENTO,APURÍMAC
44.2,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,19,AÑO,2024,16,DEPARTAMENTO,LORETO
42.8,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,20,AÑO,2024,24,DEPARTAMENTO,TUMBES
41.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,21,AÑO,2024,10,DEPARTAMENTO,HUÁNUCO
39.9,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,22,AÑO,2024,19,DEPARTAMENTO,PASCO
33.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,23,AÑO,2024,9,DEPARTAMENTO,HUANCAVELICA
31.4,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,24,AÑO,2024,2,DEPARTAMENTO,ÁNCASH
25.6,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,25,AÑO,2024,1,DEPARTAMENTO,AMAZONAS
23.1,PORCENTAJE DE PERCEPCIÓN DE INSEGURIDAD AL CAMINAR SOLO(A) DE NOCHE EN SU ZONA O BARRIO,26,AÑO,2024,22,DEPARTAMENTO,SAN MARTÍN
46.3,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2013,23,DEPARTAMENTO,TACNA
42.7,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2013,8,DEPARTAMENTO,CUSCO
41.2,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2013,12,DEPARTAMENTO,JUNÍN
40.4,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2013,1501,DEPARTAMENTO,LIMA METROPOLITANA
38.9,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2013,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
37.8,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2013,9,DEPARTAMENTO,HUANCAVELICA
37.6,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2013,2,DEPARTAMENTO,ÁNCASH
37.4,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2013,21,DEPARTAMENTO,PUNO
36.3,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2013,3,DEPARTAMENTO,APURÍMAC
35,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2013,4,DEPARTAMENTO,AREQUIPA
34.2,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2013,19,DEPARTAMENTO,PASCO
34,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2013,1599,DEPARTAMENTO,REGIÓN LIMA
33.9,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2013,13,DEPARTAMENTO,LA LIBERTAD
32.7,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2013,24,DEPARTAMENTO,TUMBES
31.6,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2013,25,DEPARTAMENTO,UCAYALI
31.3,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2013,18,DEPARTAMENTO,MOQUEGUA
31.1,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2013,20,DEPARTAMENTO,PIURA
30.8,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2013,10,DEPARTAMENTO,HUÁNUCO
30.2,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2013,16,DEPARTAMENTO,LORETO
29.1,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2013,17,DEPARTAMENTO,MADRE DE DIOS
27.9,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2013,11,DEPARTAMENTO,ICA
26.9,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2013,5,DEPARTAMENTO,AYACUCHO
26.8,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2013,6,DEPARTAMENTO,CAJAMARCA
22.2,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2013,14,DEPARTAMENTO,LAMBAYEQUE
21,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2013,22,DEPARTAMENTO,SAN MARTÍN
19.6,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2013,1,DEPARTAMENTO,AMAZONAS
30.5,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2014,0,NACIONAL,NACIONAL
39.2,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2014,12,DEPARTAMENTO,JUNÍN
39.2,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2014,23,DEPARTAMENTO,TACNA
37.3,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2014,21,DEPARTAMENTO,PUNO
34.7,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2014,8,DEPARTAMENTO,CUSCO
34.2,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2014,1501,DEPARTAMENTO,LIMA METROPOLITANA
31.2,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2014,4,DEPARTAMENTO,AREQUIPA
30.6,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2014,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
30.2,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2014,9,DEPARTAMENTO,HUANCAVELICA
30.2,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2014,1599,DEPARTAMENTO,REGIÓN LIMA
29.9,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2014,13,DEPARTAMENTO,LA LIBERTAD
29.3,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2014,2,DEPARTAMENTO,ÁNCASH
28.3,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2014,3,DEPARTAMENTO,APURÍMAC
27.2,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2014,19,DEPARTAMENTO,PASCO
26.4,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2014,16,DEPARTAMENTO,LORETO
25.6,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2014,10,DEPARTAMENTO,HUÁNUCO
25.5,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2014,18,DEPARTAMENTO,MOQUEGUA
25.1,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2014,25,DEPARTAMENTO,UCAYALI
25,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2014,17,DEPARTAMENTO,MADRE DE DIOS
24.7,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2014,6,DEPARTAMENTO,CAJAMARCA
23.2,PORCENTAJE DE VICTIMIZACIÓN,20,AÑO,2014,20,DEPARTAMENTO,PIURA
23.1,PORCENTAJE DE VICTIMIZACIÓN,21,AÑO,2014,24,DEPARTAMENTO,TUMBES
21.8,PORCENTAJE DE VICTIMIZACIÓN,22,AÑO,2014,5,DEPARTAMENTO,AYACUCHO
21.4,PORCENTAJE DE VICTIMIZACIÓN,23,AÑO,2014,11,DEPARTAMENTO,ICA
19.9,PORCENTAJE DE VICTIMIZACIÓN,24,AÑO,2014,14,DEPARTAMENTO,LAMBAYEQUE
19.3,PORCENTAJE DE VICTIMIZACIÓN,25,AÑO,2014,22,DEPARTAMENTO,SAN MARTÍN
18.8,PORCENTAJE DE VICTIMIZACIÓN,26,AÑO,2014,1,DEPARTAMENTO,AMAZONAS
30.8,PORCENTAJE DE VICTIMIZACIÓN,0,AÑO,2015,0,NACIONAL,NACIONAL
39.7,PORCENTAJE DE VICTIMIZACIÓN,1,AÑO,2015,21,DEPARTAMENTO,PUNO
38.8,PORCENTAJE DE VICTIMIZACIÓN,2,AÑO,2015,8,DEPARTAMENTO,CUSCO
35.5,PORCENTAJE DE VICTIMIZACIÓN,3,AÑO,2015,12,DEPARTAMENTO,JUNÍN
35.2,PORCENTAJE DE VICTIMIZACIÓN,4,AÑO,2015,23,DEPARTAMENTO,TACNA
34.6,PORCENTAJE DE VICTIMIZACIÓN,5,AÑO,2015,1501,DEPARTAMENTO,LIMA METROPOLITANA
33.4,PORCENTAJE DE VICTIMIZACIÓN,6,AÑO,2015,2,DEPARTAMENTO,ÁNCASH
33,PORCENTAJE DE VICTIMIZACIÓN,7,AÑO,2015,9,DEPARTAMENTO,HUANCAVELICA
32.4,PORCENTAJE DE VICTIMIZACIÓN,8,AÑO,2015,7,DEPARTAMENTO,PROV. CONST. DEL CALLAO
32.1,PORCENTAJE DE VICTIMIZACIÓN,9,AÑO,2015,4,DEPARTAMENTO,AREQUIPA
30.4,PORCENTAJE DE VICTIMIZACIÓN,10,AÑO,2015,13,DEPARTAMENTO,LA LIBERTAD
29.4,PORCENTAJE DE VICTIMIZACIÓN,11,AÑO,2015,1599,DEPARTAMENTO,REGIÓN LIMA
28.3,PORCENTAJE DE VICTIMIZACIÓN,12,AÑO,2015,3,DEPARTAMENTO,APURÍMAC
28.2,PORCENTAJE DE VICTIMIZACIÓN,13,AÑO,2015,17,DEPARTAMENTO,MADRE DE DIOS
28,PORCENTAJE DE VICTIMIZACIÓN,14,AÑO,2015,20,DEPARTAMENTO,PIURA
26.5,PORCENTAJE DE VICTIMIZACIÓN,15,AÑO,2015,18,DEPARTAMENTO,MOQUEGUA
25.5,PORCENTAJE DE VICTIMIZACIÓN,16,AÑO,2015,25,DEPARTAMENTO,UCAYALI
24.8,PORCENTAJE DE VICTIMIZACIÓN,17,AÑO,2015,19,DEPARTAMENTO,PASCO
22.7,PORCENTAJE DE VICTIMIZACIÓN,18,AÑO,2015,11,DEPARTAMENTO,ICA
22.6,PORCENTAJE DE VICTIMIZACIÓN,19,AÑO,2015,10,DEPARTAMENTO,HUÁNUCO
